channel_id,video_id,query,slant,conservative_landmark_follows,liberal_landmark_follows,cached,error,description
UCsD-Qms-AkXDrsU962OicLw,H-JoltaLm3U,H-JoltaLm3U,-0.93333,1.0,29.0,True,,
UCsD-Qms-AkXDrsU962OicLw,sAK15tZmSAM,sAK15tZmSAM,-0.8571428571428571,1.0,13.0,,,
UCsD-Qms-AkXDrsU962OicLw,P-Tsq9RQiXg,P-Tsq9RQiXg,-0.5555555555555556,30.0,105.0,,,
UCsD-Qms-AkXDrsU962OicLw,kRkSrlG-pNs,kRkSrlG-pNs,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,DxyW5KGnlYs,DxyW5KGnlYs,-1.0,0.0,23.0,True,,
UCsD-Qms-AkXDrsU962OicLw,W_DsHCic534,W_DsHCic534,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,fidq3jow8bc,fidq3jow8bc,-0.47603,153.0,431.0,True,,
UCsD-Qms-AkXDrsU962OicLw,nvzl4qMbfxU,nvzl4qMbfxU,0.10959,81.0,65.0,True,,
UCsD-Qms-AkXDrsU962OicLw,DLgM6bLh3Ag,DLgM6bLh3Ag,-0.31507,75.0,144.0,True,,
UCsD-Qms-AkXDrsU962OicLw,GdNTNt3tT_U,GdNTNt3tT_U,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,adCKCOCSGpg,adCKCOCSGpg,-0.45,22.0,58.0,True,,
UCsD-Qms-AkXDrsU962OicLw,GTbqZzkU59c,GTbqZzkU59c,1.0,3.0,0.0,,,
UCsD-Qms-AkXDrsU962OicLw,nVM7zaqw7ZU,nVM7zaqw7ZU,-0.74648,9.0,62.0,True,,
UCsD-Qms-AkXDrsU962OicLw,WXweHsp7ZyE,WXweHsp7ZyE,-0.75674,158.0,1141.0,True,,
UCsD-Qms-AkXDrsU962OicLw,bTE7whk-S5A,bTE7whk-S5A,0.3333333333333333,4.0,2.0,,,
UCsD-Qms-AkXDrsU962OicLw,AL0FdRNFt9I,AL0FdRNFt9I,0.3333333333333333,20.0,10.0,,,
UCsD-Qms-AkXDrsU962OicLw,g4o87MOY5R4,g4o87MOY5R4,-0.41304,27.0,65.0,True,,
UCsD-Qms-AkXDrsU962OicLw,LREyzofKpT4,LREyzofKpT4,,,,,True,Tweets found but could not map landmarks!
UCsD-Qms-AkXDrsU962OicLw,am12fHnOhXQ,am12fHnOhXQ,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,g0_ZUrvJ8XA,g0_ZUrvJ8XA,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,zib975mt5bc,zib975mt5bc,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,VRa8CJ5r5wM,VRa8CJ5r5wM,-0.8787878787878788,2.0,31.0,,,
UCsD-Qms-AkXDrsU962OicLw,zzNV_LIQLqo,zzNV_LIQLqo,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,2ej4ClJ1Jtc,2ej4ClJ1Jtc,-0.6,3.0,12.0,,,
UCsD-Qms-AkXDrsU962OicLw,EmlYYbmRgMc,EmlYYbmRgMc,-0.70256,29.0,166.0,True,,
UCsD-Qms-AkXDrsU962OicLw,1i-TvqmjsBw,1i-TvqmjsBw,-0.68421,6.0,32.0,True,,
UCsD-Qms-AkXDrsU962OicLw,ZGXeu5WCZgE,ZGXeu5WCZgE,-0.46875,34.0,94.0,True,,
UCsD-Qms-AkXDrsU962OicLw,vXJbVQmiLSU,vXJbVQmiLSU,-0.5796178343949044,33.0,124.0,,,
UCsD-Qms-AkXDrsU962OicLw,kfhi4I_6bQ0,kfhi4I_6bQ0,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,nnuKDlTB2OU,nnuKDlTB2OU,-1.0,0.0,14.0,,,
UCsD-Qms-AkXDrsU962OicLw,f5ZeB2zSbX0,f5ZeB2zSbX0,-0.67568,12.0,62.0,True,,
UCsD-Qms-AkXDrsU962OicLw,R6kl2BuhKmM,R6kl2BuhKmM,-1.0,0.0,7.0,,,
UCsD-Qms-AkXDrsU962OicLw,LMrqJx8RfqA,LMrqJx8RfqA,-0.6756756756756757,18.0,93.0,,,
UCsD-Qms-AkXDrsU962OicLw,CqUd3qj102Y,CqUd3qj102Y,0.0,5.0,5.0,,,
UCsD-Qms-AkXDrsU962OicLw,Xb7K0TNRdvY,Xb7K0TNRdvY,-0.71429,20.0,120.0,True,,
UCsD-Qms-AkXDrsU962OicLw,2d6TBfIZzh0,2d6TBfIZzh0,-0.71429,13.0,78.0,True,,
UCsD-Qms-AkXDrsU962OicLw,gc14LK4n5ZE,gc14LK4n5ZE,-0.75,74.0,518.0,True,,
UCsD-Qms-AkXDrsU962OicLw,SSzQfSDDIL8,SSzQfSDDIL8,-1.0,0.0,25.0,,,
UCsD-Qms-AkXDrsU962OicLw,8nUHHP20Ffw,8nUHHP20Ffw,-0.45349,47.0,125.0,True,,
UCsD-Qms-AkXDrsU962OicLw,z1y8JEL9bIo,z1y8JEL9bIo,-0.22522522522522523,129.0,204.0,,,
UCsD-Qms-AkXDrsU962OicLw,pBGAKBVUXfY,pBGAKBVUXfY,-0.8396946564885496,42.0,482.0,,,
UCsD-Qms-AkXDrsU962OicLw,KlqopbdERiE,KlqopbdERiE,-0.4857142857142857,9.0,26.0,,,
UCsD-Qms-AkXDrsU962OicLw,QldLFe-RrQU,QldLFe-RrQU,-1.0,0.0,6.0,,,
UCsD-Qms-AkXDrsU962OicLw,-2Q97pXZE2g,-2Q97pXZE2g,-0.7588652482269503,17.0,124.0,,,
UCsD-Qms-AkXDrsU962OicLw,sYWa5TDN2Ao,sYWa5TDN2Ao,-0.4358974358974359,11.0,28.0,,,
UCsD-Qms-AkXDrsU962OicLw,ETf7NJOMS6Y,ETf7NJOMS6Y,-0.8006872852233677,29.0,262.0,,,
UCsD-Qms-AkXDrsU962OicLw,SosXIeLtu_g,SosXIeLtu_g,,,,,True,Tweets not found!
UCsD-Qms-AkXDrsU962OicLw,xaTkL825NQM,xaTkL825NQM,-0.25,15.0,25.0,True,,
UCsD-Qms-AkXDrsU962OicLw,J8AtdlYYP0o,J8AtdlYYP0o,-0.5384615384615384,6.0,20.0,,,
UCsD-Qms-AkXDrsU962OicLw,_EQ5G2HC7Gg,_EQ5G2HC7Gg,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,gRsM_rU_80g,gRsM_rU_80g,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,GGV-mVDlQvc,GGV-mVDlQvc,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,VfDyD4avQAE,VfDyD4avQAE,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,6Jx0Kc7hu1U,6Jx0Kc7hu1U,-0.46154,14.0,38.0,True,,
UCYC4ijpFZY_CtdElWFyy-Gg,VUK50-B8l_c,VUK50-B8l_c,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,Vinqph-g5QI,Vinqph-g5QI,-0.1111111111111111,20.0,25.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,hieiwf5H34w,hieiwf5H34w,-1.0,0.0,6.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,4HyKlFUMBiA,4HyKlFUMBiA,-0.7114427860696517,29.0,172.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,Fh1n_SS8Fi0,Fh1n_SS8Fi0,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,6yGyrVRwXXk,6yGyrVRwXXk,0.25,5.0,3.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,a9t4reFRPNU,a9t4reFRPNU,-0.25,3.0,5.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,4lJ6Pwb15JY,4lJ6Pwb15JY,-0.19480519480519481,31.0,46.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,dsqIdONrsOA,dsqIdONrsOA,0.3333333333333333,2.0,1.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,vAcaeLmybCY,vAcaeLmybCY,-0.6521739130434783,28.0,133.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,caXP5WHQRtQ,caXP5WHQRtQ,0.2,3.0,2.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,nKY94FOAY1Y,nKY94FOAY1Y,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,1TkdY7-ywis,1TkdY7-ywis,-0.58405,73.0,278.0,True,,
UCYC4ijpFZY_CtdElWFyy-Gg,VSF-UX_W63s,VSF-UX_W63s,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,oM8l3X_7Hkg,oM8l3X_7Hkg,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,NsyeZUjHJ9w,NsyeZUjHJ9w,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,tehi9WvBcuI,tehi9WvBcuI,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,dJrHHzEGarc,dJrHHzEGarc,0.8709677419354839,29.0,2.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,EZ2u3RmspYg,EZ2u3RmspYg,0.2,27.0,18.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,n70PtKIhitA,n70PtKIhitA,-0.48717948717948717,10.0,29.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,Z7p-nkhVU5g,Z7p-nkhVU5g,-0.8378378378378378,3.0,34.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,nCYD3kAnR5U,nCYD3kAnR5U,-0.4482758620689655,8.0,21.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,bTSwArKbrVQ,bTSwArKbrVQ,0.2,15.0,10.0,True,,
UCYC4ijpFZY_CtdElWFyy-Gg,aPUedwHP_Ro,aPUedwHP_Ro,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,J2UYYI3yaW4,J2UYYI3yaW4,-0.8823529411764706,4.0,64.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,zfWrGDQpdz4,zfWrGDQpdz4,0.7142857142857143,12.0,2.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,BeLZCy-_m3s,BeLZCy-_m3s,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,UTO5debfmsg,UTO5debfmsg,-0.2,10.0,15.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,OXB3d3y58Tw,OXB3d3y58Tw,1.0,1.0,0.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,knITOhbnYx8,knITOhbnYx8,-0.14285714285714285,6.0,8.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,uQ3Ev-8p2Fw,uQ3Ev-8p2Fw,-1.0,0.0,4.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,ti9zdpLlXf0,ti9zdpLlXf0,-0.5726495726495726,25.0,92.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,O_TWlPeEIKE,O_TWlPeEIKE,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,_ZHrU1uXoi4,_ZHrU1uXoi4,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,HAeHj201afQ,HAeHj201afQ,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,DBpk0L42jgE,DBpk0L42jgE,-0.4482758620689655,8.0,21.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,EbdxRZJfRp4,EbdxRZJfRp4,-0.4939759036144578,21.0,62.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,mgVFwrXFEX8,mgVFwrXFEX8,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,qvlHdtg0az4,qvlHdtg0az4,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,o7pZcOCCysQ,o7pZcOCCysQ,-0.14285714285714285,6.0,8.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,IpEUNn5a0rE,IpEUNn5a0rE,-0.46835443037974683,21.0,58.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,gvsoedAVHlw,gvsoedAVHlw,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,s3v5akVQQr8,s3v5akVQQr8,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,tn9-bQuYU2I,tn9-bQuYU2I,-0.5333333333333333,42.0,138.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,q4XLvvPNDDo,q4XLvvPNDDo,-0.85,3.0,37.0,True,,
UCYC4ijpFZY_CtdElWFyy-Gg,86sllhIgnEc,86sllhIgnEc,-0.2923076923076923,23.0,42.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,KfNRXTS55nY,KfNRXTS55nY,-0.75,4.0,28.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,x8Fkf1xP1y4,x8Fkf1xP1y4,-0.7777777777777778,1.0,8.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,FYKaqp3L9oE,FYKaqp3L9oE,-0.7066666666666667,22.0,128.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,VNz01X8XlmA,VNz01X8XlmA,-0.5254237288135594,14.0,45.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,5oPLhskOH4o,5oPLhskOH4o,-0.7058823529411765,5.0,29.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,oHM8qDtYOHE,oHM8qDtYOHE,-1.0,0.0,1.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,HXCOoKYIPU4,HXCOoKYIPU4,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,72YG2DhWHmE,72YG2DhWHmE,-0.6140350877192983,11.0,46.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,ejQtI3kjuZ4,ejQtI3kjuZ4,-0.1111111111111111,8.0,10.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,1h06O7Gfuoc,1h06O7Gfuoc,-1.0,0.0,1.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,ssARNENMydU,ssARNENMydU,1.0,1.0,0.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,qcZ-arbR0EE,qcZ-arbR0EE,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,Rv8hjKZSwmI,Rv8hjKZSwmI,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,7W8gm7EF58o,7W8gm7EF58o,1.0,1.0,0.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,ValsuVBhbwM,ValsuVBhbwM,-0.4375,9.0,23.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,z5Qtd8PGcBo,z5Qtd8PGcBo,-0.14754098360655737,26.0,35.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,Tr0_x2lxRdc,Tr0_x2lxRdc,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,dClpox7qinI,dClpox7qinI,0.5,3.0,1.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,1hbTMQu2eqo,1hbTMQu2eqo,1.0,1.0,0.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,_hq4m2f8xK8,_hq4m2f8xK8,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,GN0qFiU2CFE,GN0qFiU2CFE,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,cgQlgPwGbgM,cgQlgPwGbgM,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,tU17u8MlPFo,tU17u8MlPFo,-1.0,0.0,12.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,2bVA6TbSGUU,2bVA6TbSGUU,-0.04225352112676056,68.0,74.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,Q8BD1BsTX5k,Q8BD1BsTX5k,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,MBo3ghPMJmE,MBo3ghPMJmE,-0.84184,31.0,361.0,True,,
UCYC4ijpFZY_CtdElWFyy-Gg,d1iCf_A91P4,d1iCf_A91P4,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,_ODsLIMSBq0,_ODsLIMSBq0,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,xRO_g6LnEqI,xRO_g6LnEqI,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,SKo-_Xxfywk,SKo-_Xxfywk,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,TDnSdmznaTk,TDnSdmznaTk,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,DDsQggPUV1c,DDsQggPUV1c,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,BvL-gmGbZYw,BvL-gmGbZYw,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,e3M8gilwyF4,e3M8gilwyF4,1.0,3.0,0.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,9eTgGSaRWRg,9eTgGSaRWRg,-1.0,0.0,3.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,Zo7sy3g-_Qw,Zo7sy3g-_Qw,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,BHE1uEnQw60,BHE1uEnQw60,-0.8431372549019608,4.0,47.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,bj1nbMJQ6PE,bj1nbMJQ6PE,0.45454545454545453,16.0,6.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,p-CkBrQfKMA,p-CkBrQfKMA,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,iI00jwi6UWU,iI00jwi6UWU,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,TfYGW-gmwAU,TfYGW-gmwAU,-0.2,6.0,9.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,dD6AG3HWwCk,dD6AG3HWwCk,-0.06896551724137931,27.0,31.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,AeKGU93qc0M,AeKGU93qc0M,,,,,True,Tweets found but could not map landmarks!
UCYC4ijpFZY_CtdElWFyy-Gg,4nbB34EUR28,4nbB34EUR28,-0.3333333333333333,1.0,2.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,CUKthDVG-Qc,CUKthDVG-Qc,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,f6s1A0L4Ouk,f6s1A0L4Ouk,-0.21767,124.0,193.0,True,,
UCYC4ijpFZY_CtdElWFyy-Gg,i_wden34jy4,i_wden34jy4,,,,,True,Tweets not found!
UCYC4ijpFZY_CtdElWFyy-Gg,vqcGjA1JH50,vqcGjA1JH50,-0.48936170212765956,12.0,35.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,v9vHynqF0wo,v9vHynqF0wo,-0.8461538461538461,1.0,12.0,,,
UCYC4ijpFZY_CtdElWFyy-Gg,RzdaXDO8szQ,RzdaXDO8szQ,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,E5IEEv4RVIc,E5IEEv4RVIc,-0.79318,91.0,789.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,iXLjPDLNzqY,iXLjPDLNzqY,-1.0,0.0,14.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,a3Qq1fhE4b8,a3Qq1fhE4b8,-0.82456,5.0,52.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,UKH0S9t1xq4,UKH0S9t1xq4,1.0,4.0,0.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,uGeCWOxzpP4,uGeCWOxzpP4,-0.82946,66.0,708.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,M9LmJNbd-U4,M9LmJNbd-U4,-0.36364,7.0,15.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,9W3reoF99A8,9W3reoF99A8,-0.5,1.0,3.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,O1oTbrAYWwg,O1oTbrAYWwg,0.0,34.0,34.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,Yc-BEyzL5cg,Yc-BEyzL5cg,-0.3076923076923077,27.0,51.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,QUczw5qULBc,QUczw5qULBc,-0.7916666666666666,10.0,86.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,HthQS_2eQyw,HthQS_2eQyw,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,LIniNK1RNqQ,LIniNK1RNqQ,-0.6585365853658537,14.0,68.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,-2QXOMBfosY,-2QXOMBfosY,-0.7709923664122137,15.0,116.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,tLetZbzvVOs,tLetZbzvVOs,-0.7931034482758621,3.0,26.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,GQEdDqoxQfs,GQEdDqoxQfs,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,fOhKz_THds4,fOhKz_THds4,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,RUXSU9tW7vY,RUXSU9tW7vY,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,qyvXuwIhaYM,qyvXuwIhaYM,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,wNEEmnIYx_8,wNEEmnIYx_8,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,17W3mcbeIMA,17W3mcbeIMA,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,Ws7Q1LE7Bvw,Ws7Q1LE7Bvw,-0.7281553398058253,28.0,178.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,dQ_NiwR1aIs,dQ_NiwR1aIs,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,t4nXzWziqSo,t4nXzWziqSo,-0.8181818181818182,2.0,20.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,xV0mmcE2HC8,xV0mmcE2HC8,-1.0,0.0,3.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,2NImcPpfNb4,2NImcPpfNb4,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,LJ7pdmBN9GI,LJ7pdmBN9GI,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,U-oEXT9cpPM,U-oEXT9cpPM,-0.7777777777777778,5.0,40.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,8KVSuxrBEz8,8KVSuxrBEz8,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,W0LuIqcwlmo,W0LuIqcwlmo,,,,,True,Tweets found but could not map landmarks!
UCpiUqp2ZF64tXqgR_EQo27g,nR32Zv9kgWk,nR32Zv9kgWk,-0.6363636363636364,2.0,9.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,yR1odcCPUkE,yR1odcCPUkE,,,,,True,Tweets found but could not map landmarks!
UCpiUqp2ZF64tXqgR_EQo27g,rCYxLq2FVa8,rCYxLq2FVa8,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,MGUbSs9ROK4,MGUbSs9ROK4,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,guC6_R0-0k8,guC6_R0-0k8,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,hjz5iCUFN9M,hjz5iCUFN9M,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,hsw1obG5hU0,hsw1obG5hU0,-0.6428571428571429,5.0,23.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,DmTjJoYQS_c,DmTjJoYQS_c,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,EgBmn2swMkk,EgBmn2swMkk,,,,,True,Tweets found but could not map landmarks!
UCpiUqp2ZF64tXqgR_EQo27g,4jKXG4D8yGg,4jKXG4D8yGg,-0.6363636363636364,6.0,27.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,yCKYfU8EzKA,yCKYfU8EzKA,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,P6TfbIztsNs,P6TfbIztsNs,-0.25925925925925924,20.0,34.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,ZmMgmy4qCZc,ZmMgmy4qCZc,-0.5625,7.0,25.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,QKd0npPltX8,QKd0npPltX8,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,mRdJSVCiohc,mRdJSVCiohc,-0.7021276595744681,7.0,40.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,_NY4hPCINmQ,_NY4hPCINmQ,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,q-66iK4By9I,q-66iK4By9I,-0.8048780487804879,12.0,111.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,iiQZ3vSQ_UE,iiQZ3vSQ_UE,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,-G6TQ4ng7bk,-G6TQ4ng7bk,-1.0,0.0,2.0,True,,
UCpiUqp2ZF64tXqgR_EQo27g,EJpE3FUna80,EJpE3FUna80,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,ENEgp8UppS4,ENEgp8UppS4,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,HKt-2zCU7kE,HKt-2zCU7kE,,,,,True,Tweets found but could not map landmarks!
UCpiUqp2ZF64tXqgR_EQo27g,gCc334fXPe4,gCc334fXPe4,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,1ZWraidI3Fc,1ZWraidI3Fc,-0.9047619047619048,1.0,20.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,JNX8nkTwBCw,JNX8nkTwBCw,-0.75,14.0,98.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,7vqZIekjcp8,7vqZIekjcp8,-0.9069767441860465,2.0,41.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,BncYYU2XoqM,BncYYU2XoqM,-1.0,0.0,74.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,wm6LWGXIls4,wm6LWGXIls4,-0.7647058823529411,4.0,30.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,1y02lVFsC8k,1y02lVFsC8k,-0.7659574468085106,22.0,166.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,zoFvwoyE8IY,zoFvwoyE8IY,-0.9230769230769231,2.0,50.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,AHBDjYhnfsM,AHBDjYhnfsM,-1.0,0.0,3.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,PezOugyJd0U,PezOugyJd0U,-0.9058823529411765,4.0,81.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,1A6QlIyq4BY,1A6QlIyq4BY,-0.16666666666666666,5.0,7.0,,,
UCpiUqp2ZF64tXqgR_EQo27g,eO0X80VuYBU,eO0X80VuYBU,,,,,True,Tweets not found!
UCpiUqp2ZF64tXqgR_EQo27g,34E5ayC3Bj8,34E5ayC3Bj8,,,,,True,Tweets found but could not map landmarks!
